experiment,run,model,ME,RMSE_avg,LL
2,15,1,0.00025382072577200915,0.005939407817969034,-0.12476994593830373
2,15,2,0.0002671023434291097,0.003165566804344103,-0.12450589254187766
2,15,3,0.00026789926522382266,0.0035728097417656716,-0.12448960182317632
2,16,1,0.0002504666535167004,0.006354669496639629,-0.10684979446901674
2,16,2,0.0002556854348529007,0.003200595095687372,-0.10661625289432923
2,16,3,0.00025772172870476963,0.004927371925171185,-0.10660003789278073
2,17,1,7.548879716340787e-5,0.003766164379380375,-0.11722033221499635
2,17,2,5.098412941375821e-5,0.00454400421442134,-0.11697424611626749
2,17,3,7.804695835095243e-5,0.0030101265972672306,-0.1169371342603149
2,18,1,-0.0003293194983456152,0.004802669282099802,-0.10186274783035891
2,18,2,-0.00032268948823098307,0.0028896133267765837,-0.10168338091041083
2,18,3,-0.00031803251363784216,0.00334321304140093,-0.1016395650535929
2,19,1,0.000227093161530423,0.005010421466406091,-0.10131527877561217
2,19,2,0.00022437075933004206,0.003527891274572747,-0.10091155201698546
2,19,3,0.00022334918914146057,0.002023862584272609,-0.10086410257159181
2,20,1,-0.00018831986737829527,0.005407916691295936,-0.11374697627895299
2,20,2,-0.0001862515225459362,0.006728885800787632,-0.11361515488998691
2,20,3,-0.0001853962566710627,0.004361942895689395,-0.11357035854130776
2,21,1,-0.00020431836720199203,0.005234814303680133,-0.10956805803154
2,21,2,-0.00021630537386513877,0.002266091488548166,-0.10910045962652022
2,21,3,-0.00021484646175065712,0.002247287574947397,-0.10907907387878908
2,22,1,-8.517131709868179e-5,0.004512010728284199,-0.10969194897010365
2,22,2,-8.450644926770796e-5,0.00465895980444675,-0.10923257701165455
2,22,3,-8.317131579304251e-5,0.0019013030867667273,-0.10923002672750567
2,23,1,-0.00018754319320037944,0.003947878291200177,-0.1210821774088916
2,23,2,-0.00019724771539264048,0.002193725468393649,-0.12087461968542788
2,23,3,-0.0002033637503323626,0.0015270589691135448,-0.12087603868502364
2,24,1,0.0003801176201487524,0.0071910551421997945,-0.11113651719425523
2,24,2,0.0003963438709440502,0.0033137505596343977,-0.11034476382548576
2,24,3,0.0003912300085144763,0.0034384223522325426,-0.11030693294792215
2,25,1,-0.00038661559326317343,0.005658136870481603,-0.11216795890927943
2,25,2,-0.00036999174407004317,0.0018546406716877489,-0.11146893308741837
2,25,3,-0.00037995541832238494,0.0020638710229580687,-0.11145478302469171
2,26,1,0.0005925044722654535,0.005926628108853905,-0.11500522441153112
2,26,2,0.0005908023479436553,0.0031622651050672466,-0.11459018266563176
2,26,3,0.0005948510679417673,0.0033143962487812667,-0.11456569601520418
2,27,1,6.633883138273632e-6,0.003467447496929923,-0.11327925170723502
2,27,2,8.927778001090702e-6,0.002556322017072093,-0.11311682746606808
2,27,3,1.0202289108901737e-5,0.00204765577192256,-0.11311490911620911
2,28,1,-8.416799517420245e-6,0.005281859119971974,-0.10805784620145113
2,28,2,-1.6022755135925522e-6,0.002037536320514708,-0.10760453615534346
2,28,3,-1.0912700776751975e-6,0.002497507309262359,-0.1075860529613982
2,29,1,0.0003230159600898616,0.005621332351569338,-0.11818711026880067
2,29,2,0.0003430058273274204,0.0032460193566256185,-0.1177563984259028
2,29,3,0.0003356696465027553,0.0030321952833181967,-0.11774806474143405
2,30,1,-5.4624241198308767e-5,0.007127142173879152,-0.1268758416918256
2,30,2,-5.2630927255496774e-5,0.0029052663627948724,-0.12648651177785647
2,30,3,-5.338794713482272e-5,0.004388869906969249,-0.12646687593033834
2,31,1,3.844271764090195e-5,0.004184603520997316,-0.10423035031248488
2,31,2,3.2811042320470324e-5,0.003763072125948617,-0.10403760637030639
2,31,3,3.535176026696874e-5,0.003497265154667561,-0.10400464630268771
2,32,1,6.39157083829582e-6,0.005641647741757763,-0.10960513427568819
2,32,2,1.3620776561448999e-5,0.00333390871444569,-0.10922879451149371
2,32,3,5.067305174621673e-6,0.0025631395223056808,-0.1092298742129655
2,33,1,-0.00047112093569263275,0.005532757352954054,-0.1152339313239324
2,33,2,-0.00046250660206902637,0.0028472011820336817,-0.11484773746351606
2,33,3,-0.0004617075689967723,0.002693815677945583,-0.1148383977346548
2,34,1,0.0002767029782238669,0.006154392132991325,-0.11186021041938599
2,34,2,0.00027872539334746973,0.0020072187770968247,-0.11141383101019436
2,34,3,0.00027808671199902515,0.002961611222365869,-0.11140546915095245
2,35,1,-0.00016570048183773162,0.005386767248231098,-0.11827694078989807
2,35,2,-0.00015079760505661816,0.0031947628743475114,-0.11796523020609068
2,35,3,-0.0001519941164760276,0.0036037312648657593,-0.11796317604677582
2,36,1,1.5952665687755826e-5,0.005120729236769548,-0.1133981717103704
2,36,2,1.705892718413685e-5,0.002536253705890848,-0.11303515924110372
2,36,3,1.890064455169471e-5,0.002185600291346708,-0.1130135069794514
2,37,1,0.00014837876449273768,0.003577062023013626,-0.11187319090148189
2,37,2,0.0001541361417505659,0.0028501256658863337,-0.11169107084750267
2,37,3,0.00015927286333931306,0.001695710813695358,-0.11166080204557541
2,38,1,-0.00015307161904995963,0.0057357092069836085,-0.10533906970817718
2,38,2,-0.00015141062231899073,0.0033167603208647373,-0.10491603909052545
2,38,3,-0.00015227119800540362,0.003177472764274215,-0.10487508739867973
2,39,1,0.0003773245406444942,0.005353890509530712,-0.12357648881505545
2,39,2,0.00037723067608189483,0.005709225803082639,-0.1232737952539941
2,39,3,0.0003786082837212114,0.004553505569663824,-0.12325335377845363
2,40,1,0.00047733844585391705,0.006065460229764615,-0.12451989135285849
2,40,2,0.00048750164717787937,0.002143434025255172,-0.12403920879313536
2,40,3,0.0004838857106901287,0.003213280554628336,-0.1239931972386531
2,41,1,-0.00034376585652679047,0.004026472185535327,-0.12136809931501547
2,41,2,-0.0003450369369629102,0.0030641990115487113,-0.12123197895308614
2,41,3,-0.00034475735710241123,0.0030916333807180954,-0.12121229178144262
2,42,1,-7.22259048800804e-5,0.005616887260018822,-0.11243973308472609
2,42,2,-5.715984141030055e-5,0.002730465464005474,-0.11189408209412961
2,42,3,-5.677564659631888e-5,0.002996662690015236,-0.11187106984750858
2,43,1,-0.00020823891778791267,0.0040098799013863875,-0.11105643535213539
2,43,2,-0.000216769654969545,0.0031801837956995484,-0.11082098308582242
2,43,3,-0.00022112066069234716,0.0018250271501493338,-0.11080028345685196
2,44,1,-0.0003402300577522384,0.004083728646481521,-0.11447299093213816
2,44,2,-0.00032444627723913523,0.0033642736171989353,-0.11423196068036906
2,44,3,-0.00033019292054284083,0.0018098923622618117,-0.11419912633422202
2,45,1,0.00032808882168734705,0.006261126543777666,-0.1171267687146883
2,45,2,0.00032395226838832276,0.0035563088232315795,-0.11650105437422087
2,45,3,0.0003251222955155691,0.0021467069842367845,-0.11647445807551647
2,46,1,0.00021599471435335783,0.0056381993987307515,-0.10878572952525445
2,46,2,0.0002148297566106728,0.003176022385744581,-0.10820888688639202
2,46,3,0.00021269544554414836,0.0015222498229817444,-0.10817741775725814
2,47,1,-0.00020774595821432823,0.006143133423089234,-0.1398939268991661
2,47,2,-0.00022185857390545383,0.002172036359669625,-0.13958858093300117
2,47,3,-0.00020756162546857056,0.002421692988440283,-0.13958327902720272
2,48,1,0.0005911609804018097,0.005135768312746143,-0.12113810945307417
2,48,2,0.0006175196243082437,0.004333377855310452,-0.1207904487310759
2,48,3,0.0006163631448155575,0.003989168720334742,-0.12077152857875362
2,49,1,0.0005622620349120977,0.0059323596394273105,-0.10564670158591823
2,49,2,0.000549831438438089,0.005604031057450988,-0.10538294320406681
2,49,3,0.0005485916528172075,0.003922361361269816,-0.10534204991115367
2,50,1,-0.0006089656078725243,0.004353291640453515,-0.1115507090612558
2,50,2,-0.0005830006557734152,0.007858488434074789,-0.11121057482353609
2,50,3,-0.0005865172800204428,0.0014373293046584098,-0.11119096605574139
