experiment,run,model,ME,RMSE_avg,LL
1,13,1,0.00010804850078365053,0.00620704367612008,-0.11083748909924601
1,13,2,9.173382579198048e-5,0.0012773159741824307,-0.11008695806593376
1,13,3,8.869804219890395e-5,0.0012710805444687847,-0.11007367639084735
1,14,1,-0.0003463245408868271,0.0044357580422844795,-0.1190099127396174
1,14,2,-0.0003202612397791862,0.0012826861681557295,-0.11865772718610516
1,14,3,-0.00032290112272171246,0.0012828343795705177,-0.11865944886948232
1,15,1,0.00016409509197735372,0.0043905487923227935,-0.10497926084149165
1,15,2,0.0001629083372052116,0.0011533379282327894,-0.10457304814842741
1,15,3,0.00016361032961157614,0.001114961904015131,-0.10455698507109211
1,16,1,-8.349219764606909e-5,0.005648490926377544,-0.11739708329020937
1,16,2,-8.446088800763909e-5,0.001292933270232411,-0.11682583572971213
1,16,3,-8.056227031610598e-5,0.0012673098493475358,-0.1168193069865361
1,17,1,0.00030827955840992535,0.004965357994122954,-0.1112078350469145
1,17,2,0.00018206024639679942,0.0010859289821260856,-0.11080656497140334
1,17,3,0.00020240994205482284,0.0011111998354747866,-0.11077445613763297
1,18,1,0.00027805924418280027,0.004136185438998648,-0.10463208503384241
1,18,2,0.0002826084786024611,0.0007633774554538675,-0.10427464504716175
1,18,3,0.0002840436300340413,0.000772096249752671,-0.10426165833407876
1,19,1,-0.00013494398628185423,0.0044406066701622865,-0.1072770988559223
1,19,2,-0.00013048391876377153,0.001248413641182004,-0.10690384683259399
1,19,3,-0.0001256099775766175,0.0012514610734953287,-0.10689029573282818
1,20,1,0.0001241818245035796,0.005613848979288285,-0.1151622683814302
1,20,2,9.922273179766983e-5,0.0009605591873575029,-0.1145776730073628
1,20,3,9.372823864741424e-5,0.0009389996789139308,-0.11455980537636742
1,21,1,0.000140238793424069,0.005802444676718872,-0.1167505757206854
1,21,2,0.00015178070838980538,0.001042437884944312,-0.11611976231041002
1,21,3,0.00014975743157819946,0.001038097835199598,-0.11610068238719365
1,22,1,0.00041392333285147307,0.004640740723511164,-0.10798675179955543
1,22,2,0.0004385579122234591,0.0011476245817878795,-0.10756595415214036
1,22,3,0.00044006485437387416,0.001109611079984689,-0.10755524127980634
1,23,1,6.084767807995293e-5,0.005176929945294134,-0.1019634797839684
1,23,2,7.509638987997649e-5,0.0011880300183132078,-0.10143578152372484
1,23,3,9.440560165487909e-5,0.001246139503769071,-0.10138390563653399
1,24,1,0.0005032719648503732,0.0059491786833241736,-0.1070831815661449
1,24,2,0.0005336018812755168,0.0014387442649236887,-0.10632567609523916
1,24,3,0.0005314251325621114,0.0014167824137760042,-0.10630115210152208
1,25,1,9.496865355048374e-5,0.0062532958271635485,-0.10894753022158915
1,25,2,9.01869887772465e-5,0.0016180590733302217,-0.1081538378332003
1,25,3,8.626805901150183e-5,0.0016250162065707813,-0.10812524159625742
1,26,1,0.00015329098827215488,0.007374543568611085,-0.12117086208054223
1,26,2,0.00018584083052846712,0.0012298143954608508,-0.12034112318089493
1,26,3,0.0001841168430009118,0.0012455248302267467,-0.12033143057439258
1,27,1,0.0002598662413524925,0.005295174605737598,-0.11550456171922914
1,27,2,0.000277590033236243,0.0012171355602376374,-0.11507102930492549
1,27,3,0.00027452157596451687,0.0012212035266564933,-0.11502475946286453
1,28,1,-0.00033665330220526284,0.006984092926901452,-0.10738452049702221
1,28,2,-0.00032408287510515425,0.0011164396665786173,-0.10638200563066559
1,28,3,-0.0003216451764803893,0.0011181282684982422,-0.10635107592034453
1,29,1,-0.0002691217985973335,0.004991623316098917,-0.11749185782350247
1,29,2,-0.00025167598713227586,0.001114877397649117,-0.1170101736271054
1,29,3,-0.0002557905706709455,0.0010973482753554727,-0.11698964735902057
1,30,1,7.330116151946765e-5,0.004649888585829007,-0.11593380961279881
1,30,2,7.511271285378702e-5,0.0015576078947673459,-0.11565545045447692
1,30,3,7.526075078735841e-5,0.0015753033291839764,-0.11563301349229765
1,31,1,-0.00035533571101281376,0.005616546402736086,-0.11910408821930235
1,31,2,-0.0003597965815622707,0.001499896288009229,-0.11859646116694655
1,31,3,-0.00035898563221628326,0.0015304912731387015,-0.11858565888669165
1,32,1,0.00013340787384121574,0.005038462111153973,-0.10425320142949773
1,32,2,0.00012124093421619321,0.0012749996929221638,-0.10387125338498199
1,32,3,0.00012101374101690192,0.001268494299606239,-0.10384152918481136
1,33,1,-0.0001380768007699063,0.004868723223416469,-0.11317135419442871
1,33,2,-0.00015326490404801542,0.0013671427063291787,-0.11279352272284372
1,33,3,-0.0001570016048970752,0.0013679346407295984,-0.1127398877772589
1,34,1,-5.498128651291836e-5,0.006094479032287651,-0.1177273921972503
1,34,2,-5.598756358358429e-5,0.0012584272120916265,-0.11710060002892299
1,34,3,-5.6554808874937524e-5,0.0012541788057887032,-0.11709341395242463
1,35,1,-1.2891201985653196e-5,0.005684740387945685,-0.11590244426337856
1,35,2,-5.57102299129366e-6,0.0014582263508544414,-0.11535232572933309
1,35,3,-3.4125053680698725e-6,0.001440125535268472,-0.11532785881856772
1,36,1,0.0003607120422430628,0.003294903052748531,-0.10774582382341683
1,36,2,0.00034701851616602723,0.0014297738471948447,-0.10762398881934722
1,36,3,0.000348380729391356,0.0013865598182476154,-0.1075725996503257
1,37,1,-0.00011085124610654419,0.005267830897697974,-0.11303954663924519
1,37,2,-0.00010630659594983918,0.0014028586125951084,-0.1125417968374936
1,37,3,-0.00010478104419993923,0.0014300651070737558,-0.11250066581365577
1,38,1,6.589269903936521e-5,0.006507455756922858,-0.10758454169574524
1,38,2,5.802020956644472e-5,0.001064725947780361,-0.10679730036882823
1,38,3,5.874863033828046e-5,0.00104962522418872,-0.10676243405012385
1,39,1,-1.3552308813359104e-5,0.006068822755749106,-0.12170033083150612
1,39,2,4.5694099630996805e-5,0.0013030803803836038,-0.12096456733423047
1,39,3,9.441901598295107e-6,0.001293737989928215,-0.12091424227899326
1,40,1,2.1834794350013113e-5,0.004811372591689136,-0.1215702533189671
1,40,2,2.453684409859508e-5,0.0012238615500406104,-0.12124779633190064
1,40,3,2.4384506548449964e-5,0.001220795810333457,-0.1212086314938264
1,41,1,-0.0002987077312687593,0.004952834023996082,-0.1124869585018878
1,41,2,-0.00030287645483206913,0.0014173171556163375,-0.11205305295560003
1,41,3,-0.0003061914536234062,0.0013953844678629892,-0.1120336625793962
1,42,1,0.00044678328271518614,0.004490051320359415,-0.11661052616210259
1,42,2,0.00043409021214295374,0.0017233409202307233,-0.11632372707288814
1,42,3,0.0004358158906777507,0.0017368731237797977,-0.11629317270103556
1,43,1,2.0592404713744373e-6,0.006103290587814495,-0.1141501428125279
1,43,2,-2.546139148313482e-5,0.001336020501383565,-0.11357599886123837
1,43,3,-2.2943181181593105e-5,0.0013901355988032,-0.11355756521780228
1,44,1,-0.000887348293530081,0.00350484145313888,-0.10802166670658746
1,44,2,-0.0008970697828586967,0.0015149182904674854,-0.10779346830355618
1,44,3,-0.0008985009462783283,0.0015047631076590638,-0.10776542200417688
1,45,1,0.0001785068222434095,0.0054070744715077725,-0.10815224225647105
1,45,2,0.0001767794263982757,0.0012824908921570787,-0.1075713433932693
1,45,3,0.00031674200244923007,0.0013337052949977308,-0.10758652041552819
1,46,1,5.529175148596784e-5,0.004595471415645116,-0.10472911078029075
1,46,2,5.7285532644830516e-5,0.0012604090724112802,-0.10441045322750458
1,46,3,5.9823941045173345e-5,0.0012721666012248797,-0.10437628340657391
1,47,1,-0.0002480135162596773,0.00563302147817433,-0.10786187439425773
1,47,2,-0.0002555364636485182,0.0013272995856363518,-0.1072780609737779
1,47,3,-0.00025602176687138133,0.0013157190049828574,-0.10725620270711607
1,48,1,-0.0005713600256523645,0.00680269265001079,-0.11601922673419016
1,48,2,-0.0005722882788887412,0.00146088811858487,-0.11523184005258232
1,48,3,-0.000681921143296229,0.0014881421566313717,-0.11521969655018652
1,49,1,0.0003038845916238034,0.004236600233388518,-0.11449721936255232
1,49,2,0.00031716733708788824,0.0010712679397978338,-0.11415938238893086
1,49,3,0.000319639701785153,0.0010532965331818888,-0.11414770179854887
1,50,1,-6.568062797525083e-5,0.0031905934633668447,-0.11050624352031972
1,50,2,-6.0468112739415715e-5,0.001153214466209737,-0.11034210029801643
1,50,3,-6.274382600667557e-5,0.0011424740380507926,-0.11032738183075586
