experiment,run,model,ME,MAE,RMSE,RMSE_avg,LL
6,1,1,-0.016527057701730144,0.48155588240223696,0.6211812513499743,0.22928650184389038,-1.2350849012566671
6,1,2,0.012553174537813162,0.5354371955017184,0.7377877282316775,0.3633363676743444,-1.3754668128907235
6,1,3,-0.028335138677434132,0.48710039076997036,0.6298659558427693,0.20813736950409872,-1.2498330277695697
6,2,1,-0.009831033565437759,0.4847335963936376,0.628201376477105,0.22918505926791655,-1.2208114849434444
6,2,2,-0.0045442765156278354,0.5410538126593748,0.7330434691396404,0.25947594726326895,-1.3591666721851428
6,2,3,-0.0016212367491256223,0.5002986954571313,0.6546144078795134,0.1928420178349382,-1.2496847880083368
6,3,1,-0.010646070567300906,0.48865558809077775,0.6416626950000325,0.22047676665729218,-1.2412298622703446
6,3,2,0.023656436740697364,0.5417674971559548,0.7705700574629313,0.37329763839948293,-1.3741501007782462
6,3,3,0.013508334641641761,0.49174710099335045,0.6480803092372182,0.19864661420023866,-1.2533230680076084
6,4,1,-0.008440791817313782,0.484361447742887,0.6239255026285029,0.23291026890540567,-1.217383774035228
6,4,2,0.009391608600193266,0.5274191504553677,0.7121712394332745,0.29485173731709075,-1.3226796846973883
6,4,3,-0.007094413901160291,0.4832316827017434,0.6232184956905659,0.21373414826947237,-1.2219643441886687
6,5,1,-0.07073555110692803,0.503187095546393,0.653661671623723,0.2619677441276519,-1.2601114345313522
6,5,2,-0.026950066457500203,0.5810828765258021,0.8329473918847095,0.3427731801665052,-1.4543285613560255
6,5,3,-0.04695924939995746,0.5009537560922587,0.6524239059823598,0.2527013623619361,-1.2559066589848862
6,6,1,-0.027733786051938922,0.46693244116321475,0.6081233759006952,0.2536743097243734,-1.2058425944034643
6,6,2,-0.02013531908630073,0.5157389776852348,0.6974984344774621,0.45368665482362525,-1.324214816432744
6,6,3,-0.022680521921806505,0.4742548623652119,0.612435073338631,0.22190803179006532,-1.2161970688795978
6,7,1,-0.019607425501655486,0.4934228159991026,0.6354658416737218,0.23732370939838338,-1.2349797214781448
6,7,2,-0.011261730693037568,0.5560653997707743,0.741992527164993,0.26227285650897303,-1.388350666042458
6,7,3,-0.008076490802098232,0.49521636942741987,0.6349269498396887,0.24130231321899573,-1.2387576686422193
6,8,1,-0.002699288168922679,0.47540762433821837,0.6165735687406247,0.304938580190101,-1.1896131583929044
6,8,2,-0.004996270684943941,0.5115656863454837,0.6724301244935293,0.32724295679941273,-1.2678630462289835
6,8,3,-0.005910089649693754,0.5034025862525258,0.650535261810502,0.24213169476513993,-1.243159800269528
6,9,1,-0.035824478918004124,0.47795492337208006,0.61647439031998,0.252309627833166,-1.203409344123575
6,9,2,0.024359869066365693,0.5662303048209828,0.861948309225767,0.35847692609126697,-1.3866762241409911
6,9,3,-0.023557265741482127,0.4853301305745343,0.6227224719669431,0.21616499927610994,-1.2093874995974205
6,10,1,-0.0090736837990905,0.481303830614031,0.6261040547127995,0.18976737336115834,-1.2135885303234677
6,10,2,0.014374611298020085,0.5498279525615563,0.7952008698615434,0.3610521216053699,-1.3649857490039972
6,10,3,-0.009040820916175833,0.4936641439576644,0.6428290971321808,0.19346075989637776,-1.2321931343014667
6,11,1,-0.03834733919117296,0.48674908663802835,0.6354650642589162,0.252524277433532,-1.223006505763918
6,11,2,-0.013977132864924477,0.5532355371986312,0.7880913587169088,0.3880399291456315,-1.3975232723610858
6,11,3,-0.0418919935511768,0.4929013799530538,0.6437036623984549,0.2162408959268023,-1.2413970659424256
6,12,1,-0.008203893306448048,0.5004261888096304,0.6443475749714556,0.24284372298288065,-1.2553939569694923
6,12,2,0.005484185038740358,0.5383708844575336,0.7029761266711577,0.2677812745784049,-1.3568336184965597
6,12,3,0.01069004943062014,0.5063463144764664,0.6556224496783678,0.24760477623248253,-1.276198086476129
6,13,1,-0.0032090301792256923,0.4671612754004389,0.6043929098251059,0.17930295430545717,-1.2105566817471403
6,13,2,0.016844759569937317,0.5209898872675877,0.686591840382943,0.24309993003308514,-1.3345133368054833
6,13,3,0.016657895211513726,0.4829921699353216,0.6237211357120716,0.20916819037842962,-1.2351789312874206
6,14,1,-0.00991259168512461,0.48005579871974496,0.6205187027237217,0.2561692092080697,-1.241577414191133
6,14,2,0.01003323226669906,0.5302891564254778,0.7253609142921265,0.42602646417944967,-1.363952616217584
6,14,3,0.018135447264504386,0.4739969398275155,0.6108873492919396,0.25190031652530737,-1.2264634563776584
6,15,1,0.002463340195933722,0.46471558128876184,0.6017579888999622,0.24511838724641508,-1.2048776606051512
6,15,2,-0.0031087037985135504,0.5115717410395705,0.6688017810244743,0.2417907809929597,-1.3136940883395425
6,15,3,0.009151649553641082,0.47495330246305456,0.6186952461688486,0.251310252835842,-1.2202603537210992
6,16,1,-0.04168823221027748,0.4909099233315497,0.637036641894809,0.24942296301206074,-1.244868140590197
6,16,2,-0.04224750021975209,0.5443217001676223,0.7105019635512736,0.26057718242446176,-1.389889040621582
6,16,3,-0.05310731920839296,0.5120314036573336,0.6622254331018425,0.33437399179492144,-1.3060284548425034
6,17,1,-0.024618692033173947,0.5050846259678481,0.6562707824469118,0.2008823291640219,-1.2612576534708353
