experiment,run,model,ME,MAE,RMSE,RMSE_avg,LL
4,1,1,0.0013335458386014108,0.26249428407790926,0.3277855635017197,0.15936153837121764,-1.3132228413860147
4,1,2,-0.0008462732457413033,0.26565943275947845,0.3317392916545518,0.07950044046625573,-1.351370433193558
4,1,3,-0.003380459389742548,0.24484978950519726,0.3042214250931551,0.07036718084527961,-1.246311266711865
4,2,1,-0.008377488200177485,0.2574868524686308,0.32083185740103626,0.15934146208144578,-1.2816107524989968
4,2,2,-0.010861200168435234,0.2535063361340034,0.32116734547818576,0.07961868934693801,-1.2834070190329219
4,2,3,-0.007249516250833266,0.2396413942344398,0.3001313714128777,0.07468084508393982,-1.2134736865935416
4,3,1,-0.004090169912745725,0.2475816121691087,0.3142961227363881,0.1519812841904652,-1.259929909836192
4,3,2,-0.0025119991321163417,0.24793069837238835,0.3131023858212613,0.0688333786006114,-1.2649949521318213
4,3,3,-0.0041935556718354985,0.23211639046306773,0.2942201967753738,0.06818183761370168,-1.1944360152578908
4,4,1,0.012454345529603493,0.25955152955860156,0.3265238356826086,0.14245605260016658,-1.311154199710727
4,4,2,0.008890552319286637,0.2627305860451174,0.33003385305217003,0.08007492171348764,-1.3475934533829612
4,4,3,0.007053640166799662,0.24547606246825135,0.30751148462301914,0.07155782425726243,-1.2584164533383952
4,5,1,0.014087898508935314,0.2608125225908153,0.326824090547484,0.15158497488688086,-1.313591193774601
4,5,2,0.0006362762055474701,0.2685719288590468,0.3381595933967774,0.08037597375026319,-1.3664617184831387
4,5,3,0.007952391298498156,0.2440777849554083,0.30742881910320446,0.07410647177671192,-1.2557194010967796
4,6,1,0.013201117539176355,0.26697536256879195,0.3347581521654466,0.15982670645585645,-1.3175271549862537
4,6,2,0.017174503251365745,0.2569346825915551,0.3220550220154228,0.06925300277933825,-1.291084231483472
4,6,3,0.012805720561896907,0.24627449948532704,0.3091140928241866,0.06798568212649242,-1.2387085946781442
4,7,1,0.010590164987743341,0.26637422069490024,0.3327965714307302,0.15683411183792412,-1.3406612872620487
4,7,2,0.007323344384010459,0.25593239319319167,0.3216150207655721,0.08386973115190854,-1.318133201841164
4,7,3,0.004669303862984478,0.2447572558530825,0.30723916051815436,0.07442249801559846,-1.266649300306629
4,8,1,-0.00284712149696518,0.2560092951288677,0.32125350986139123,0.1456492363721709,-1.3078490237465636
4,8,2,0.006524792151051204,0.26423518298728693,0.3332512077946692,0.08811482881963842,-1.369504909997631
4,8,3,0.005863685729101731,0.24962607870237252,0.3136535076666528,0.07794359293360849,-1.2901063814479978
4,9,1,0.007294722125104298,0.26439912869093574,0.33115061486886327,0.16746380783115955,-1.3426781192387955
4,9,2,0.00754180712715217,0.2632097639426076,0.33167949681528447,0.08435364589498692,-1.3662181575229992
4,9,3,0.010944955872888504,0.24960933512247965,0.3122900831098087,0.08074286527153164,-1.2901420844722884
4,10,1,0.0019011174857687567,0.26277592400162264,0.33083778479938614,0.1730034410482317,-1.3170158618841308
4,10,2,0.004625103658552466,0.24416946454207,0.30840278696590445,0.0828893149475236,-1.2473491396689305
4,10,3,0.007956575438879104,0.24102568572384142,0.30276903706077285,0.08289576490529117,-1.2269938465540648
4,11,1,-0.0008088878476349962,0.26031901878588626,0.3273778355780421,0.16521006372703687,-1.3194073877912729
4,11,2,0.0005973592714144545,0.24904387517331378,0.3152901322652368,0.06915167842694414,-1.2878768400356466
4,11,3,-0.010691089194072658,0.24034560495319165,0.30518818819593596,0.07101626204772124,-1.244980439375263
4,12,1,-0.007885652447742805,0.26259662717258614,0.3264825951192538,0.15893861825099181,-1.3128389853584144
4,12,2,-0.007975879119023054,0.25863615030906967,0.3236417600688796,0.08244237572833815,-1.3210203457145604
4,12,3,-0.0037113966833901097,0.24295792650472403,0.30412366312784267,0.07991464733268323,-1.2434084995873835
4,13,1,-0.007219832331781782,0.25916882641769046,0.3242612410057149,0.1487124724878008,-1.3139286005340733
4,13,2,-0.0013876324666713632,0.2555872825623326,0.3224217823281659,0.08419773324910096,-1.3203366889614814
4,13,3,0.004199533327935594,0.24134264423745508,0.3026594175232156,0.07142463283446407,-1.246454610026712
4,14,1,0.010629424177840158,0.2522300671832269,0.31766855367777924,0.15726529802939568,-1.2928022877282772
4,14,2,0.01921643753320868,0.2559937785551622,0.32132891653131385,0.07281801190601195,-1.3241248694449934
4,14,3,0.009149659809962745,0.23458673764381816,0.29654464977400224,0.07155139415038016,-1.221328476402931
4,15,1,0.004186219112660142,0.2536700057886019,0.3181336147038615,0.14555062482723594,-1.2886460328607312
4,15,2,0.00564694447488575,0.2639266157255625,0.3317650066891401,0.08230363564316735,-1.3496920450163385
4,15,3,0.0005607042849722632,0.24889559551677468,0.312032338284013,0.0805343572878803,-1.2750625377886922
4,16,1,-0.004776269695486555,0.26160578244608895,0.3283245189890219,0.15124305271434918,-1.3105128896523972
4,16,2,-0.0043318248032822035,0.262942142844587,0.3288346007222232,0.0786141959915151,-1.3419574639728409
4,16,3,-0.0028854256747686186,0.2448936627778804,0.3086784995096384,0.07436349773135302,-1.2501939470439059
4,17,1,0.005210224813250869,0.2624457073973393,0.3292865884157491,0.16031962212713533,-1.3236264989728164
4,17,2,0.003640981731406873,0.2669303822481655,0.3354896922524194,0.09086580436032096,-1.3692530866617243
4,17,3,0.019387014500297978,0.2503771496313488,0.31502654010818326,0.08086707029439846,-1.2869918803417415
4,18,1,0.010190043996843633,0.26706286052202616,0.3388589998661261,0.1666465904728782,-1.352572457349279
4,18,2,0.011759245132229165,0.26614212545180577,0.33681537850326226,0.08899977991820991,-1.374415625597302
4,18,3,0.011801372750313718,0.25155071537576906,0.31605167977128923,0.07884730421892648,-1.2995769276834424
4,19,1,0.002841790691071099,0.2547688034927194,0.3197381643620774,0.15001291615412732,-1.3034376763899391
4,19,2,-0.0024956426597888813,0.25599095375990244,0.32105415941813686,0.07096140700936315,-1.3203058852379683
4,19,3,-0.0003627486553269442,0.24460361059462002,0.3100690343900475,0.07285550028857954,-1.2675136703199927
4,20,1,0.02079983783707371,0.2671098574426474,0.33346340828769866,0.16398429949201837,-1.315487091607383
4,20,2,0.009772643324320148,0.26246484622149935,0.32832196246075684,0.08085106634146834,-1.316178940060562
4,20,3,0.010308649367155764,0.24424471428045827,0.3071027817549045,0.07518722601252763,-1.2317786475010348
4,21,1,0.006580643578320018,0.26956886388263684,0.3363940383968646,0.16664160893326052,-1.3322318290795252
4,21,2,0.01053098330277599,0.26190681846574093,0.32991342772305576,0.08446171133492228,-1.3258432740612158
4,21,3,0.006621811248981939,0.24563807907894758,0.30697398295022277,0.077892562785487,-1.2441023242703515
4,22,1,-0.02002724486895274,0.26376544711986016,0.3298020222968804,0.16748119775047235,-1.3164559900311035
4,22,2,-0.023625628537018304,0.26549515602724166,0.3362750733652735,0.08757692695497156,-1.3484616312989017
4,22,3,-0.008514131260817147,0.243798355435244,0.30219476336900464,0.07230729808140278,-1.2339751214509314
4,23,1,0.010521888782382355,0.2608933937005673,0.3284011197217416,0.16074802626984294,-1.3239164070455107
4,23,2,0.012839416171404591,0.26182816143525695,0.32706070007524285,0.08296162484062486,-1.3386087397755357
4,23,3,0.029585899290080545,0.24963135777862916,0.31190948898961246,0.08394465856980252,-1.2775853096238505
4,24,1,0.0042340795644757135,0.25634276591902483,0.32035180312219363,0.152137965791574,-1.3053814199087979
4,24,2,-0.00377146382047142,0.25929096566676546,0.3282803339135535,0.07986565103878461,-1.3475345209374125
4,24,3,0.013752901688506904,0.2406523688694307,0.3045001584456952,0.07676481126597756,-1.2547315271636512
4,25,1,-0.007653815812858333,0.2595677510409764,0.32563344839800035,0.1449160582851601,-1.3255293348870036
4,25,2,-0.014279354343360015,0.26519600787722764,0.33293734924294466,0.08027926332703875,-1.3679763673149126
4,25,3,-0.023369093604429774,0.2503784045166337,0.31355979764462505,0.07474587035945846,-1.2929323469966236
