model,MAE,MedAE,MedPE,RMSE,R2,RMSE_avg,RMSE_avg_weighted,CRPS,NLL,run
NN_ee,0.25327901340627323,0.20779563650296806,0.2875511079922468,0.3204533377423811,0.28017664017034993,0.08240147457860368,0.07999995251030073,0.18023479446434154,0.28091992791625287,13
GBM_ee,0.2540499359447722,0.2162330434469805,0.28516688392060263,0.3199679043624756,0.2823558131362084,0.10013553550004523,0.10123146059978144,0.18019865961541923,0.2794039461187763,13
GLMM,0.2576311971580029,0.21513705472243896,0.2887229751614528,0.3260433846903196,0.2548441361477459,0.08076034330999408,0.07924367923039546,0.1833873549018932,0.2983411392954307,13
GPBoost,0.2545576332322633,0.21107787560411523,0.28240968240193265,0.3208004547279438,0.27861636157834,0.07971675414973554,0.0787088228278824,0.18065893365120955,0.28546801022030344,13
GLMMNet,0.2534247069656948,0.21321530283288043,0.29618679076042354,0.3187486462246944,0.2878146506859649,0.08495457665097753,0.08207809097692526,0.18006714322058837,0.29040987827115605,13
GLMMNet_l2,0.24815174532530931,0.20786965736700908,0.2815162991971428,0.3124142440875362,0.31583950894362267,0.0830120426360426,0.08060447940781014,0.17606420366157416,0.2566772338660751,13
GLM_ignore_cat,0.262119019629013,0.2211303631871402,0.3039182960179192,0.3292900615336374,0.22570761618836277,0.10570614087156457,0.09936541177754649,0.1854809136699554,0.3081222625652551,14
GLM_one_hot,0.2564316371729583,0.21411072661707442,0.2917716297525652,0.3226283738036768,0.256719294792789,0.07602850476254124,0.07462784303481877,0.18159423983135595,0.2876843695601479,14
GLM_GLMM_enc,0.2558206354789908,0.2150582366305637,0.28965910254016036,0.321636935118397,0.26128048673762405,0.07396156935109585,0.07014042695907644,0.18108851114488872,0.28460663293778554,14
GBM_ignore_cat,0.2519701185885055,0.20952334888892016,0.292173893712778,0.3177595545464782,0.27898387598789187,0.10496152379458523,0.09852266913274303,0.1787437895371264,0.27247823322311826,14
GBM_one_hot,0.25112576453358854,0.20668402941048358,0.28692448473542526,0.31641847557431124,0.2850570159005865,0.09470209779392628,0.08986699975061346,0.17814958048427662,0.26824888150323206,14
GBM_GLMM_enc,0.24648948582614252,0.20683428676026522,0.2808115489294628,0.3113867565087011,0.30761441674229106,0.07404499841052077,0.07025719171239948,0.17521468177117136,0.2522189838442633,14
NN_ee,0.2539863456665353,0.2093960119123956,0.29096836650182867,0.3198267127310571,0.26957234218075155,0.08159625334808633,0.07963561146971296,0.18014437983902976,0.278962580624481,14
GBM_ee,0.25084647635310264,0.21058514917386756,0.2857524311999363,0.3162750501718298,0.28570500426659196,0.09548556168422047,0.0906358835721198,0.17798113465863544,0.26779550115681816,14
GLMM,0.2560163240203892,0.21435566478693197,0.28655693723996745,0.32198645402559634,0.25967409954608023,0.07434870136867622,0.07144809255888011,0.1812453101546142,0.28569324245671734,14
GPBoost,0.2537069800131487,0.21229162354672515,0.2993268520815726,0.31862473564784616,0.27505223172869553,0.07334432604530873,0.07052705971783663,0.17944654622864134,0.2774912741768202,14
GLMMNet,0.25199534186102435,0.21051636425066786,0.28573045801934416,0.31758738034765027,0.2797650121629194,0.07939676955829568,0.07629588814614538,0.17923294128840797,0.28227421742200925,14
GLMMNet_l2,0.24617714877617392,0.20400490310990088,0.292032960794655,0.3095221073610436,0.31588188864514655,0.0823272119522451,0.07909880990695972,0.17420553332633326,0.24681614261141308,14
GLM_ignore_cat,0.26721108972562646,0.22492957070192723,0.2985635557936135,0.3358626965543041,0.2395397923503303,0.10527485140047045,0.10198434733130161,0.18892097648150125,0.3278856894617403,15
GLM_one_hot,0.2644341317786942,0.22559966782323732,0.30120459201195493,0.3305910351966581,0.26322463266726226,0.08428632128292826,0.08250061547776025,0.1862827669464943,0.31206532247427404,15
GLM_GLMM_enc,0.263780137015484,0.22502738350699614,0.29521874652978936,0.3301343195732986,0.26525895512671593,0.08345404978981164,0.0809802942987609,0.18591325203542503,0.3106828548792206,15
GBM_ignore_cat,0.25927843355668445,0.2210604374422354,0.2973593428717972,0.32498149154814476,0.2880160427749582,0.10219343940952066,0.09860222398384927,0.18309247282836535,0.2949514858479809,15
GBM_one_hot,0.2585931286544796,0.22127498218425387,0.29842554523755926,0.32421609666568557,0.2913658159829159,0.09522067616789902,0.09183805878737449,0.18268563406279842,0.2925935127100945,15
GBM_GLMM_enc,0.25635974313770943,0.21703882195763677,0.292217561480613,0.320821599006551,0.30612674057668443,0.08348070185137298,0.08025604503349873,0.18083234196430517,0.28206845652246504,15
NN_ee,0.2608418656122181,0.220497403930898,0.3009003986583878,0.3260357563411007,0.28338908910216287,0.08763661677876372,0.08457679555768738,0.1837388248312749,0.29819031160252574,15
GBM_ee,0.2588249366239502,0.21969121703197694,0.29669506220046626,0.324517485194561,0.29004772298989856,0.09913079344958838,0.09564758304488462,0.18280289999335367,0.2935226724113526,15
GLMM,0.26352863047670744,0.22398808824098212,0.296272345206386,0.3299347163996434,0.2661471530540134,0.08291269992587194,0.08038847823751788,0.18581349596636917,0.31022360613252675,15
GPBoost,0.26187733055361645,0.2249278438891725,0.3052930014790233,0.327526567833868,0.2768206422013971,0.08125854149465095,0.07814749492025165,0.18488765798005635,0.30949358128973364,15
GLMMNet,0.26041243861223917,0.22338446414361823,0.298994175482703,0.3253787701433064,0.28627422741329456,0.09021060390204941,0.0867853463024172,0.184207761933049,0.3101022506831005,15
GLMMNet_l2,0.25481828494081954,0.2220138739388896,0.2944011637850748,0.31773567080704507,0.3194110390091677,0.09193889771448865,0.08896779191525164,0.17941095960402645,0.2750118759772816,15
GLM_ignore_cat,0.2685187452974593,0.22766092410178618,0.3136014818166214,0.3371576970490113,0.19540288983186938,0.10368102584403674,0.10174444600658232,0.1900610692497878,0.33173401888896886,16
GLM_one_hot,0.2636997381598386,0.21597860886244374,0.3033569536478776,0.3323875158451953,0.21800906544387,0.08604707256907423,0.0856435846780527,0.1873133304753587,0.3174847588727572,16
GLM_GLMM_enc,0.2630517137457785,0.21943260520044044,0.30718894315432327,0.331473985878295,0.22230158807190314,0.08280701782453544,0.08155215391315578,0.1867925795696622,0.31473258679724875,16
GBM_ignore_cat,0.25964320296590193,0.2188086790270565,0.2985665932264875,0.32655112309162543,0.2452299225038248,0.10164476110773618,0.10008486206884706,0.1838010957136807,0.29976976982918424,16
GBM_one_hot,0.2586637333165763,0.21828599560642856,0.2943430860535159,0.32542237211661873,0.25043875497933143,0.09572364871131217,0.09410015772864794,0.18315033511201717,0.29630719930735827,16
GBM_GLMM_enc,0.25388471235097704,0.2091009698605317,0.2904723932819544,0.32087412234723184,0.2712447465118595,0.07821663912909593,0.07739809502324109,0.1803382091252502,0.2822321582242228,16
NN_ee,0.262294932427995,0.2184200622219233,0.3020143707073938,0.3301606463709894,0.22845204737652325,0.0861423003003412,0.08553339522307679,0.1859605637279646,0.31076259741570095,16
GBM_ee,0.25849403319251796,0.22100649684973672,0.2921278414573176,0.3248867613775158,0.2529041211973295,0.09628301858954619,0.0949316618055101,0.18291877066002168,0.2946599493069256,16
GLMM,0.2628387227148658,0.21867959393766068,0.3064299312627494,0.3312779244533502,0.22322130769753157,0.08160004824342475,0.08060099037801773,0.18670455016968437,0.31437842169180547,16
GPBoost,0.25997864316031505,0.21486238403988622,0.2990541495658109,0.3290137352136889,0.23380313926857688,0.07923906138298407,0.07900927906250434,0.18519005774861888,0.31218864645225214,16
GLMMNet,0.26039952114521486,0.21449050465634972,0.2997296912401036,0.328851363059457,0.23455920701206912,0.08329694856202734,0.08272572059855925,0.18524577631063258,0.3215560468642153,16
GLMMNet_l2,0.25262385006750554,0.21213099614663905,0.2971295170172574,0.320019074674858,0.27512346536968857,0.08015858650777466,0.07975320105115567,0.1797938159998972,0.28250125596181147,16
GLM_ignore_cat,0.26635140381246913,0.222792215595972,0.2963937072405719,0.3334979864032773,0.2278518150736355,0.10113436259509404,0.09966187596247894,0.18813891211363457,0.3208200817887042,17
GLM_one_hot,0.263884208908105,0.22257251071140843,0.30906834153922125,0.32999375427742095,0.24399326750411532,0.08734816495059311,0.08658666807159451,0.18632360969976147,0.3102569820718965,17
GLM_GLMM_enc,0.26358256904675825,0.22203251245883449,0.3023543622801942,0.32997492351717933,0.24407954656333675,0.08778347431778878,0.08670889159846502,0.18624970982687492,0.31019991645384454,17
GBM_ignore_cat,0.25773134911446693,0.21839745094191648,0.29984129590267844,0.32140782917825045,0.2828217241187412,0.09542238797883956,0.09401955177577351,0.1817923170300768,0.2838940668380015,17
GBM_one_hot,0.2571851037009752,0.21638393509497725,0.2925387812768171,0.32067732020578865,0.2860780840530228,0.08815506969263438,0.08765095600133327,0.1813400910603761,0.2816186387632326,17
GBM_GLMM_enc,0.2552246021032368,0.2129696755075453,0.2913214335216503,0.31880509526114964,0.29438999452460946,0.0822418850638891,0.0809802862135975,0.18033926778856163,0.27576318363681457,17
NN_ee,0.26370825714165913,0.22565515284836501,0.3042374928510867,0.3299090492142112,0.24438133169277243,0.0925624417707276,0.09075814333448927,0.18653059104714917,0.310000262254291,17
GBM_ee,0.2569043483090686,0.21753528268004121,0.2977462979002856,0.3208854231509033,0.28515118682147467,0.08962247517786513,0.08847029676960604,0.18137971259867292,0.2822673764106976,17
GLMM,0.26278591894412456,0.218590397653236,0.30560130143367775,0.3286724617841192,0.25003523770227387,0.08242626973860377,0.08126929639513363,0.18554458043212385,0.3063100993967226,17
GPBoost,0.26125468007908437,0.21878021906691453,0.302142253511668,0.3254217748851936,0.2647967103522296,0.08225173954976468,0.08133627739802449,0.18434239721146914,0.30188642657115883,17
GLMMNet,0.26060605624392813,0.2191442831868785,0.30339590283339235,0.3255344988444663,0.2642872829828403,0.08718804713682067,0.08632407540451381,0.18519597311197553,0.3262324722528436,17
GLMMNet_l2,0.25446904908618745,0.21412558766596615,0.29543069423052626,0.3183198883711987,0.29653617291363044,0.08797200642231531,0.08671484940852685,0.1802567942144703,0.2799119537415988,17
GLM_ignore_cat,0.2652797890723536,0.22197833745965165,0.30173083366983217,0.33214660327776924,0.2238934543408203,0.09656901654911511,0.09421160394670632,0.18753650943666322,0.31675970181083185,18
GLM_one_hot,0.26197665972130624,0.21735283424850813,0.2985434691439543,0.3299428383274567,0.23415809260791187,0.08774367805557917,0.08615749016402417,0.1859948444399145,0.3101026764897064,18
GLM_GLMM_enc,0.26160959932731853,0.21922206736235034,0.3030175987215672,0.32849787306197586,0.24085132336906878,0.08192297086195668,0.0803115776971891,0.18530201975962843,0.3057136174290584,18
GBM_ignore_cat,0.25687777501246056,0.21741970487074852,0.2979882949086097,0.32035115670319897,0.2780380516826594,0.09647906667758188,0.09390672847035832,0.18110700314014172,0.2806010130492885,18
GBM_one_hot,0.25597728439249884,0.21333776955281986,0.29261286193996305,0.3195181382740035,0.2817878472848394,0.08831920039684231,0.08666703249282502,0.18057446926341378,0.2779972972393762,18
GBM_GLMM_enc,0.253031641116995,0.21344688608723075,0.288377050803278,0.31784080386918284,0.2893086717745863,0.08206630986500275,0.08068527750545221,0.17940212604061911,0.27273389488872773,18
NN_ee,0.25732490528266505,0.21359151434105017,0.29868046985305197,0.3244231983667574,0.25956742273372857,0.08615651918085229,0.0862409301983478,0.1828170736540221,0.2932320855184193,18
GBM_ee,0.2559440294159533,0.21374451373988668,0.2937860540913685,0.3194404633404036,0.2821369999222946,0.09144635262317727,0.08935320989086844,0.1805397079792621,0.2777541674535458,18
GLMM,0.2611996346691819,0.2192095592217196,0.30360411477932026,0.3282071958645961,0.24219422143416158,0.08048541031901729,0.07887318025704301,0.18513644819713007,0.30530651194143293,18
GPBoost,0.25955574693219624,0.21686570827076632,0.2979991397168259,0.3252925195560837,0.25559399467553734,0.08229744902011789,0.08204297672623038,0.18392638874537934,0.30183531398196334,18
GLMMNet,0.26025818413343693,0.21654975004768037,0.30074559057913397,0.32624742324697303,0.2512171379265966,0.08304896876284372,0.08235352312379622,0.18500139287008205,0.31934883224874006,18
GLMMNet_l2,0.2510634035388749,0.21159760041353665,0.2897459351471441,0.3151774872164056,0.30116911118112555,0.0857677509935289,0.08499546764282932,0.17806482152391254,0.2677683868621856,18
GLM_ignore_cat,0.27012415787030963,0.22907876644699138,0.3054456210239011,0.3385083237955218,0.21924671104695515,0.10915211237334148,0.1084980923475715,0.19089349691687565,0.3357319365104087,19
GLM_one_hot,0.2619761312280173,0.2219985374306343,0.2896353350228873,0.32900148754917585,0.2624850283893533,0.0758910140157225,0.07408111961406617,0.18548291868460873,0.3072455264037523,19
GLM_GLMM_enc,0.2623058871744716,0.22261133304684488,0.2904562801579367,0.3291421225051839,0.26185437741865125,0.07553040097777247,0.07458785714752042,0.185566460836489,0.3076728950084158,19
GBM_ignore_cat,0.2612577525259769,0.2223387539832442,0.28981525002214803,0.32753004124887847,0.2690672897436711,0.1058891085760459,0.10543406656427604,0.18473029866769075,0.3027630340952035,19
GBM_one_hot,0.259854866885788,0.2218922011166905,0.2890686381501164,0.3256167498035914,0.277581944532337,0.0976422574501606,0.09777726065843004,0.18362580444641208,0.2969043299135039,19
GBM_GLMM_enc,0.25372322198190406,0.2139444150524153,0.2831290760630367,0.3189152889409252,0.30701186671582137,0.07453814077470325,0.07391504685170083,0.1797981508911548,0.2761087698329032,19
NN_ee,0.2564046448780666,0.2165554098213211,0.28840621438997105,0.32211435050511694,0.2930393117644421,0.07314705842233128,0.07191966114739408,0.18150800760115066,0.28608986251699314,19
GBM_ee,0.25882032085968704,0.22030080963413623,0.28366408663646714,0.324578115918121,0.28218325079584883,0.0972355920324576,0.09618343575507894,0.18299619026393293,0.293709488416984,19
GLMM,0.26215529533288845,0.2220410866390935,0.2915267230266167,0.32900592669508594,0.26246512599510263,0.07508153926661879,0.07376474670267943,0.18551868994137177,0.3075310239927654,19
GPBoost,0.259500013481389,0.21985706386391696,0.28919187208380137,0.32752587085127005,0.2690859033682931,0.07333115443840932,0.07212163329391859,0.18471424440141657,0.3088154835167402,19
GLMMNet,0.2575027482414627,0.2174883755012105,0.29069325044672056,0.3241304903272046,0.28416176733377185,0.07604232731612871,0.0743959047170149,0.1831137663973837,0.3085845815941236,19
GLMMNet_l2,0.25139035733014803,0.21236318931600706,0.2769382462597376,0.31636364969832537,0.31805669194137487,0.07411992072057327,0.07267507835224794,0.17815128119473034,0.26940456999169293,19
GLM_ignore_cat,0.2708804986293596,0.23344727575008456,0.31479498765742187,0.33785949286492273,0.21151211843517526,0.11391195313666677,0.1112153624648361,0.19068310731511873,0.33381336169462966,20
GLM_one_hot,0.26532980839480114,0.22667995212578895,0.31293439120127065,0.3316123477304645,0.24040139598309473,0.09252498728618115,0.0900661102524839,0.187147357690092,0.31514991361327477,20
GLM_GLMM_enc,0.2659816813999527,0.2278088988146534,0.3102225683989155,0.3320477154278733,0.23840556087333953,0.09471555731447963,0.09181462655969111,0.18739651475741262,0.31646193398041966,20
GBM_ignore_cat,0.25996543601923433,0.21864942624194394,0.3073684558623563,0.3263144623498052,0.26447842595476523,0.1119123652972052,0.10982993339130745,0.1839878048684299,0.2990447790884754,20
GBM_one_hot,0.2597494946403609,0.22190602648891705,0.30621066235414274,0.3254008039850112,0.26859148079734596,0.10464148651884222,0.10239078983672902,0.18347815173377677,0.2962409197635209,20
GBM_GLMM_enc,0.2561340829929515,0.218202643886033,0.29935891898651934,0.32099323049064704,0.2882712351739227,0.09172394571886987,0.08946702265444577,0.18094348351615713,0.28260328831599574,20
NN_ee,0.26213308130505725,0.22506599525837676,0.3122679704447531,0.32798388921350796,0.2569333086685873,0.09466842624711373,0.09241505938014827,0.18508510621190793,0.3041477431488384,20
GBM_ee,0.25805303735467916,0.21983205484911034,0.3031096209852878,0.3241831277810497,0.27405521877536854,0.1029303408420154,0.10077430787932808,0.18269082763490277,0.29249181954507747,20
GLMM,0.26517574456394705,0.2261802834530942,0.3090746931885607,0.33110088386848435,0.24274272995477797,0.09055567098108162,0.08782341571676737,0.18688154880156732,0.31362151123166165,20
GPBoost,0.26121298350284244,0.22068485494107412,0.3008778088301966,0.3295111344865631,0.24999706995600968,0.08903402884233926,0.08687574980502169,0.18577896295787294,0.3129110583463512,20
GLMMNet,0.2590370252088505,0.22091095195406674,0.3085341129908763,0.3260506984375076,0.2656670072922156,0.09223252813087861,0.09035674254655922,0.18408028067139862,0.3124782327873112,20
GLMMNet_l2,0.25624881358111545,0.2134991046177424,0.30956926490869374,0.3224168331281557,0.28194421229828825,0.10588433253317114,0.10450354302335929,0.18172448667894892,0.2896590408166441,20
GLM_ignore_cat,0.26507486465788077,0.22781428905403375,0.2998408594365234,0.33000227904041013,0.23512122057701146,0.11087213363241306,0.10927415747035042,0.18676386677364412,0.310282814842275,21
GLM_one_hot,0.25888521835445416,0.22090335269573327,0.2954324659003946,0.3218458771159601,0.27246375531053024,0.08197686064142615,0.08112636029788271,0.1824854607419039,0.2852560426840402,21
GLM_GLMM_enc,0.258423829571586,0.22058090493908733,0.2959478384731939,0.3211677253744077,0.2755264645971359,0.07885411399479908,0.07858031264494957,0.18207621508028943,0.28314674984682114,21
GBM_ignore_cat,0.254186000959,0.21309028403330738,0.2847596291942275,0.3185837681046296,0.2871370834832979,0.1089455237679579,0.10713539539811305,0.17976149998896862,0.2750687028319672,21
GBM_one_hot,0.2523754013698824,0.21311410324215319,0.2843985986632922,0.315815536559175,0.29947164869599496,0.09855344959964002,0.09720413474195869,0.17829284837280757,0.2663415522980606,21
GBM_GLMM_enc,0.24898240071865188,0.21101976557012242,0.28384291366170605,0.3108110539925984,0.3214971972998425,0.08072830225212814,0.08050587046279448,0.17574513315195214,0.2503684383403153,21
NN_ee,0.2581311186365895,0.22114694406704224,0.30319205058876586,0.31997903896069546,0.28087929504883546,0.08411032501561151,0.08264638504390719,0.18130870241601707,0.27943874462304963,21
GBM_ee,0.2533861445802214,0.21358788316723326,0.2872693995002767,0.31693283134580746,0.2945062109680756,0.1039010978794114,0.10230598007584679,0.17897899638901313,0.26987311714924656,21
GLMM,0.2587496254274194,0.21955508463927853,0.2932958325758129,0.3213930644455417,0.2745094915237106,0.08013928689720658,0.07915863223258095,0.18216581452519676,0.28392359231435327,21
GPBoost,0.2552084464827278,0.2130874556711066,0.28954007235031665,0.3181142764651129,0.2892366039508828,0.08079860996841763,0.07924872884871262,0.18000027459936663,0.27664149274102906,21
GLMMNet,0.2520712794349009,0.21250314553825533,0.2873464877714936,0.3165937769589718,0.29601487647733893,0.08095820925563718,0.07913638217953307,0.17931800445419196,0.2839096051297762,21
GLMMNet_l2,0.24808757258728464,0.20588127870858436,0.29525135009909975,0.30984332028501943,0.32571575916858164,0.08527821244512894,0.08442602486648734,0.1754583792219209,0.25052105556326876,21
GLM_ignore_cat,0.2614781381706542,0.22436964006964966,0.3121853049922062,0.32731859201908264,0.20115091954492825,0.09673013531034722,0.09686667261262726,0.18446815705221825,0.3021172383298846,22
GLM_one_hot,0.2585128921906294,0.22040024322591106,0.3017936294789272,0.3229149706407778,0.22250115872924647,0.08125845596176749,0.08073799291445047,0.1820142934653579,0.28857229399898543,22
GLM_GLMM_enc,0.25780994146614594,0.22008860378593662,0.3024856792790074,0.3226264188236484,0.2238900597501936,0.07989110246050367,0.07975018193970673,0.18183605298820354,0.2876783100002632,22
GBM_ignore_cat,0.25289186676890274,0.21845853012967947,0.30011135809056233,0.31568285126595436,0.2569374529636693,0.0967942517629512,0.09685804576142118,0.1780351735971446,0.2659213285960487,22
GBM_one_hot,0.2515149068059616,0.21779859565580853,0.2984837398192839,0.3141715654313627,0.2640350310893743,0.09188909112098148,0.09183461402414343,0.1771195192310514,0.26112247763999796,22
GBM_GLMM_enc,0.24939196243733486,0.21486002201154691,0.29429368948716605,0.31145135042230326,0.27672437802598027,0.08103942682218826,0.08078770373478746,0.175681387637761,0.2524264018333519,22
NN_ee,0.25599205118825175,0.2180082640208435,0.30546221104079313,0.3188131105581447,0.2421282199424566,0.08594665207281933,0.0864591602312754,0.17989478161738684,0.27578832500486955,22
GBM_ee,0.2516308539354863,0.22029482833672473,0.3012040861101045,0.3142074685085253,0.263866811429864,0.0910178805284183,0.0911612108505486,0.1772175264870662,0.26123674968047833,22
GLMM,0.25754999165672837,0.2193511297891979,0.30010524561259055,0.3221585489483174,0.22613944259229946,0.07771295833117803,0.0773479052170201,0.18159625756918693,0.28647210594820677,22
GPBoost,0.2570802868748504,0.21873267719018682,0.3015030513173269,0.3206776919920008,0.23323745662345519,0.07879730321903661,0.07819779103742537,0.18117304569705492,0.2841362217906475,22
GLMMNet,0.2536289135990195,0.21571239252125357,0.3077924158764255,0.3155557608787953,0.25753562988045253,0.07946883146238759,0.07829921891552523,0.17842987189612108,0.2733391130063232,22
GLMMNet_l2,0.24763390414967412,0.21074294747393188,0.29123797086311043,0.30900542994075375,0.2880399694938546,0.08246634484573377,0.0819091384548318,0.17433406072159968,0.24454249656912985,22
GLM_ignore_cat,0.26130343105688564,0.22606794609555325,0.3038132349318696,0.3268049033895578,0.23736951077881707,0.10233975985282381,0.10179231638492454,0.18468851167860412,0.3005466213478335,23
GLM_one_hot,0.25600784075166355,0.21639289561004454,0.298773402583039,0.32029017324392134,0.2674719412763763,0.08023247757619474,0.07870300650898639,0.18084884030319423,0.280410630516626,23
GLM_GLMM_enc,0.25647944332685857,0.21450408461088244,0.2967098533356716,0.3204825590694969,0.2665916748673852,0.08025066006921129,0.07939126740147197,0.18105785984555914,0.2810111112226691,23
GBM_ignore_cat,0.2544814251659341,0.21502536381934068,0.2943856177482813,0.31726082747097006,0.2812631018341496,0.10174180399452425,0.10099512162798052,0.17933682818681954,0.2709074893787605,23
GBM_one_hot,0.2526435174850879,0.21343435084379075,0.28962054772223456,0.31518034608936596,0.2906586258133269,0.09276797495634119,0.09228820146004832,0.1781163402812021,0.26432825648478975,23
GBM_GLMM_enc,0.2493678801181569,0.21230240378756166,0.28445489729834694,0.3112928039468354,0.30804922749912056,0.08021885397537133,0.07905588772288366,0.17583537673382568,0.2519172152668267,23
NN_ee,0.25352911182044674,0.2187141112053044,0.2938728739403272,0.31683761095021234,0.28317937020787687,0.0809147007943511,0.07908459578656848,0.17886395124695056,0.2695726285497257,23
GBM_ee,0.2531502790468885,0.21428799794442324,0.2911002135232146,0.3155648180231805,0.2889269937951675,0.09442229658672668,0.09413837763041637,0.17836914496064024,0.26554736050114097,23
GLMM,0.2558780450503477,0.21718521433198584,0.29906920409349574,0.3200357382337356,0.26863530356606313,0.07842287208239287,0.07723705418573289,0.1807827904263788,0.28024823235715146,23
GPBoost,0.25529727110732603,0.21777048526971954,0.29154844299891536,0.31789480973669304,0.2783877280926663,0.07995956820773349,0.07840139441598963,0.17985863610601927,0.2739405054509581,23
GLMMNet,0.2542156407620726,0.2141971694320684,0.2919839892479271,0.31689590160643877,0.28291558972794795,0.07877622904066316,0.07700307799882503,0.17956493202476576,0.2837421714032428,23
GLMMNet_l2,0.2461828493689291,0.20997236591713186,0.28444946694729134,0.30810001713954616,0.32217047690634726,0.08164682880629516,0.07911928842083883,0.1740341940009293,0.24172398549617946,23
GLM_ignore_cat,0.2680291905560458,0.23121946302470264,0.30290342781162927,0.33458324606555223,0.2523809975940222,0.1030990152695478,0.10266637405549099,0.18888440925464306,0.32406896999011464,24
GLM_one_hot,0.2612547225717731,0.2193225018963532,0.2999611865474149,0.32788267428971246,0.28202571781886854,0.07878723342281826,0.07773090071967861,0.18481784988505057,0.30383909828041145,24
GLM_GLMM_enc,0.2619905501168073,0.22120241459440101,0.2978545433557062,0.32766753827532424,0.2829675879659522,0.07766226720594342,0.0771058091760152,0.1848420844713702,0.3031827457448223,24
GBM_ignore_cat,0.26203247659713436,0.22610066966993356,0.2985845526081609,0.32481574202707414,0.2953944029278237,0.10561230231867277,0.1048781099829619,0.18368962091225574,0.2944413281677044,24
GBM_one_hot,0.2603044480239517,0.22153683970652788,0.2984876785069441,0.3232028142146758,0.3023747067142186,0.09673564354172484,0.0963976799192912,0.18277252182211412,0.28946328817895517,24
GBM_GLMM_enc,0.25534467425934454,0.21523218761047508,0.28914401580325644,0.31778086789074017,0.32558465315316143,0.08121885656225272,0.08043923672209773,0.17957457865422877,0.2725453047846354,24
NN_ee,0.26131304976430353,0.22442561590123217,0.3006803569431927,0.32655970453489913,0.2878079201046656,0.08136099938453331,0.08065480773084045,0.18453745452041098,0.29979604850322,24
GBM_ee,0.2595365262223749,0.21747054789690895,0.29134609678023626,0.32213316932523844,0.3069846698566667,0.09653963191308247,0.09551519712957979,0.18213470423212477,0.28614828360375766,24
GLMM,0.26134632351538256,0.2198847211118104,0.29736549601852885,0.32721175118668366,0.28496099150707876,0.07499262176107621,0.07421868742069207,0.1845023658227387,0.302104401853998,24
GPBoost,0.26128073884409686,0.2215095099919879,0.3040126941593486,0.32556509813903384,0.2921395756770726,0.08243376738731169,0.0817051952921135,0.1842285036912804,0.30379886073618045,24
GLMMNet,0.2612094509681265,0.22055014511415022,0.3004699097877914,0.3260333641271415,0.2901018551701483,0.08464379532432406,0.08393492257832391,0.18510523204892915,0.3230009245134438,24
GLMMNet_l2,0.25389110706656765,0.21791704962339276,0.2932769721272783,0.3166802223328726,0.33024828682319685,0.08926621367330241,0.0890394062659294,0.1791456816140446,0.2743674836369615,24
GLM_ignore_cat,0.2619574077463807,0.2226477245713928,0.3101384633006279,0.32746108765061743,0.24687723704900777,0.09650425271743326,0.09695240777717487,0.18494298332165926,0.3025524859046298,25
GLM_one_hot,0.26020951895629213,0.21882126979482722,0.3070260557899269,0.32436594152458936,0.26104691230336463,0.08707541692516811,0.08649348363459111,0.18333751464429232,0.293055581816997,25
GLM_GLMM_enc,0.25928326299087623,0.2195586659441112,0.31025827518635435,0.32342885176018815,0.2653104000730223,0.08233294860726292,0.08273082977363229,0.18279622023294773,0.2901624112396186,25
GBM_ignore_cat,0.25636292961749724,0.2157674135011084,0.30223164039201944,0.31987406638503,0.2813714998644299,0.09359291068743293,0.09396441516541586,0.18053349680457054,0.27911063001133596,25
GBM_one_hot,0.25527082538076407,0.21419935710465238,0.2995860373382173,0.3187064631988327,0.28660819532649684,0.08881998893039472,0.08909882680810315,0.17986656386107377,0.27545375532357075,25
GBM_GLMM_enc,0.2547212234667045,0.21566896370111494,0.2985320015134215,0.31676468464282653,0.29527465882299475,0.08057578485356252,0.08072406016483655,0.17902200991422954,0.2693424327053766,25
NN_ee,0.2577934444090459,0.22165757141886783,0.3116095568888648,0.3202749135813425,0.27956928618257204,0.08805159336238595,0.0882133171647827,0.18095344231627825,0.28036298613857413,25
GBM_ee,0.2558639297986796,0.21586410265383346,0.29788981446565527,0.3190412477290859,0.2851086463158865,0.0897413323777991,0.09017373011866331,0.18012431985295882,0.276503651874413,25
GLMM,0.25900617058983927,0.22069718896269166,0.3085846544385558,0.32313344432476887,0.2666518614465718,0.08104497531854069,0.08087985140433364,0.18260135022091803,0.2892527533847553,25
GPBoost,0.26157060886377775,0.22589647200999471,0.31268878652246446,0.325399262374959,0.25633130081216904,0.08227639527104977,0.08208689142230442,0.1842114116225916,0.3021199579059586,25
GLMMNet,0.2569199085864708,0.22150035932930418,0.3048771753568459,0.32134306984562855,0.2747558225598823,0.08631811782816624,0.0865207267787312,0.18177231981355768,0.29776891395606214,25
GLMMNet_l2,0.2537845777328693,0.21181230974066118,0.30227812337236215,0.31568897672710905,0.3000529152193038,0.09124369016793603,0.09138407726037283,0.17868096893981417,0.2711180643470189,25
GLM_ignore_cat,0.26977258395371156,0.2334208686013715,0.30933673342458257,0.33680945937568657,0.22037586721098879,0.09933248742554375,0.09860181459825763,0.1903780736175116,0.3307006222286255,26
GLM_one_hot,0.26618582397210283,0.2259570349399536,0.3154321342078952,0.33151740854742834,0.24468277095107416,0.07880438202597763,0.0785403453899403,0.18740131930090254,0.31486357694149636,26
