experiment,run,model,ME,MAE,RMSE,RMSE_avg,LL
5,1,1,0.0003743487945860252,0.25630893427471857,0.3183739142919899,0.09939161911609155,-1.2846447695056897
5,1,2,-0.0031713685354624608,0.28181706685917013,0.3527157427509017,0.09040640185374067,-1.4079661225461166
5,1,3,-0.006594788855267672,0.2694868143432016,0.33619606215844483,0.08659238996681995,-1.3461061978544826
5,2,1,0.001972979548414079,0.26051256826492086,0.3263603779293355,0.11125056763609374,-1.2970908419516542
5,2,2,-9.712720763111413e-5,0.27350212278647934,0.34288770921833234,0.08734829047147333,-1.3589196030643653
5,2,3,-0.0013831373794009167,0.2606571147455747,0.32780758966716383,0.07965030235792941,-1.302868849462105
5,3,1,-0.00046009582569997605,0.26073295437554556,0.32648935400614665,0.0957734401431194,-1.294552749747561
5,3,2,-0.012297417964013256,0.28291165531827445,0.3514383171306714,0.08372866912640693,-1.4001205724329964
5,3,3,-0.004178338969166324,0.2683203621234333,0.3346402428823439,0.08217821677344953,-1.331955382424973
5,4,1,-0.0075507887339327905,0.25735703508541613,0.32249244304454966,0.09288611635994679,-1.286483457916033
5,4,2,-0.009682187025240225,0.28086310907390155,0.35802052314774024,0.09872851517638201,-1.3863232439842592
5,4,3,0.001771874620962276,0.2721829743662546,0.33711019318625307,0.08630181943089432,-1.3418135548606964
5,5,1,0.004034553361078086,0.2588623164016302,0.3265356313721757,0.0988962887085286,-1.296653782869178
5,5,2,0.0015591611940270016,0.27760109628832913,0.34961235391798057,0.08391219741127524,-1.3832170750305752
5,5,3,0.0016707083562364836,0.26405508723429055,0.3318004861653501,0.08276874494582358,-1.3176161396360808
5,6,1,-0.009028762606151949,0.25573762432118363,0.3210844860859131,0.10350413572153154,-1.2809422305917784
5,6,2,-0.011708931346217427,0.2856763953356941,0.35485220845953663,0.09489190102602672,-1.4139756891345217
5,6,3,-0.0014985610929010669,0.27245136576831047,0.3410496745971845,0.08593466203081028,-1.354152160329719
5,7,1,0.0020149369122687516,0.2553070127575011,0.32103513811318446,0.09619848903892472,-1.2874079279921797
5,7,2,0.0010313063852006759,0.27684660398519667,0.3478429346011523,0.0780933475112006,-1.3812295776198185
5,7,3,0.000955042946006013,0.2618291944828173,0.33031297835008694,0.07631740859590955,-1.3192000107343405
5,8,1,-0.009565082499750435,0.25559368432352164,0.3196796816360058,0.09975275027009144,-1.290190666993085
5,8,2,-0.005022133170070815,0.27956179060374814,0.3508269319846615,0.08347946260755922,-1.4081891349419613
5,8,3,-0.007989752366744863,0.2577432001286594,0.32318166262402753,0.07796068080545626,-1.3063837334627035
5,9,1,0.0037028330037633815,0.2630792646549533,0.3282359668051353,0.10271080919664852,-1.3124930367372283
5,9,2,0.0037231211052017564,0.2839583546399525,0.358079778588322,0.09401161516737314,-1.41910234651479
5,9,3,0.010674649197769866,0.27371196268642956,0.34233476451579437,0.09029877299652994,-1.362550155377796
5,10,1,0.0037925575106484955,0.2611541201171217,0.3276251086209354,0.12004950864214409,-1.3118394041155566
5,10,2,0.003973837530717656,0.28146579733675997,0.3533350110017655,0.09741206652987307,-1.4130190667833686
5,10,3,0.004095004612999344,0.25686445596175617,0.32316799258097095,0.09185124393555787,-1.3008061314654453
5,11,1,-0.007464687642403256,0.2576921078121746,0.3226050182768765,0.08740808069106555,-1.289651017332191
5,11,2,-0.0006606821988773711,0.2761173890279523,0.3473227368485727,0.08564494816140708,-1.3758527881930926
5,11,3,-0.004099959413927711,0.2573605087741653,0.32317807270172166,0.07921144293076841,-1.2943407953262858
5,12,1,0.0027308935606065797,0.2582041529279601,0.3257910920407456,0.09041769590288506,-1.3065428443332041
5,12,2,0.009665583245090596,0.29140073106962117,0.36492688146560326,0.10123563742501868,-1.4547219521870023
5,12,3,0.005687415771242115,0.2679239563483594,0.3357608790875342,0.08859515388437099,-1.3465225545292956
5,13,1,-0.010264353138921269,0.25284186571278644,0.3160730285513288,0.10934269636731156,-1.2696695623099274
5,13,2,-0.007249224593216202,0.27409452685991204,0.34361867580707933,0.08425835726385929,-1.3632385163468088
5,13,3,-0.013086711602945729,0.2558553564715552,0.32103742110688877,0.07971695825079896,-1.2852079528000133
5,14,1,9.800115356654971e-5,0.2623995710209427,0.3295487292624948,0.11478401467971,-1.3010136744485723
5,14,2,-0.00027865185636373723,0.27175874972598674,0.3439605414052477,0.07861095784817529,-1.3501940032521376
5,14,3,0.002257229637949745,0.2618627294798295,0.3310813201703765,0.07469477653387631,-1.3027215764166749
5,15,1,0.006464151392247891,0.2527495401649981,0.3158730866528891,0.11081455326015156,-1.2485023509293514
5,15,2,0.011556389808126932,0.27220912258887975,0.3420496483976993,0.09699012406785758,-1.3346647182087363
5,15,3,0.009085876277366272,0.2569637325303471,0.32071714269638735,0.08742024855484498,-1.2640289690668545
5,16,1,-0.004615667556786798,0.26161787827048877,0.3289848538825168,0.08555275843781507,-1.3106021404801211
5,16,2,-0.0027197452900721004,0.2922451999522209,0.3676994939510239,0.09282116931608039,-1.4496043212204828
5,16,3,0.0054075855266114015,0.26682694223800907,0.3386202347739555,0.0792260683737804,-1.3386156739170418
5,17,1,0.0003050587461539621,0.2583422180451407,0.321541553250244,0.10394535207080724,-1.3049046485304892
5,17,2,-0.010067524308296532,0.27488887718399846,0.3427888712312316,0.08841202860034005,-1.3828678875353613
5,17,3,-0.0015815080164418042,0.2668805650098114,0.33196575623769364,0.09216754522366491,-1.3437115531383554
5,18,1,0.0008265773961224468,0.26798680644582057,0.33713048586812727,0.11187228936490334,-1.3223486664608055
5,18,2,-0.000828649726594826,0.2804355424717918,0.35323926808977224,0.07866050932177036,-1.384197186321765
5,18,3,-0.0025629069320563234,0.2732317209937722,0.3419600567261569,0.08144308590997332,-1.348013606458958
5,19,1,-0.0024276248917201003,0.25770765506928617,0.323170229055553,0.09740443178659483,-1.307157922848355
5,19,2,-0.0019627576869138087,0.28993576889001244,0.3614505132232885,0.10112463825185897,-1.457710850243927
5,19,3,-0.0037288054818000434,0.2672395690981115,0.33639347296427463,0.09696187950398023,-1.3530410058462292
5,20,1,0.007208854463798027,0.25610133649699846,0.3218213103807385,0.08884425099280431,-1.2933685394751036
5,20,2,0.004719132609065343,0.27928534593273563,0.34986111464952696,0.08354623607120366,-1.3990721941177884
5,20,3,-0.004677088474337491,0.26235830474850735,0.32889041858681467,0.07842996281149783,-1.31795705741708
5,21,1,-0.0136644207824353,0.253292742087761,0.31919636940816726,0.10328051165997668,-1.2752629776829407
5,21,2,-0.007909287487891771,0.27840710184377293,0.347569486942507,0.08228455995260571,-1.3831929581543891
5,21,3,-0.0023779761856292814,0.26245878266747474,0.33017715676451903,0.07973068400105549,-1.3163041107727798
5,22,1,-0.0025677154559547253,0.26061362991087134,0.3307539297373969,0.09751919417232928,-1.3045070863863324
5,22,2,-0.0031437355786671116,0.27975169003370254,0.35260942589066696,0.09571987744941392,-1.3906086038614984
5,22,3,0.010433998697864865,0.2621037314595577,0.32736630302748465,0.08879307440457375,-1.3071281700730406
5,23,1,0.0008735665189539987,0.25675988303814407,0.32181908444425616,0.09589869916894399,-1.2915495696423551
5,23,2,0.0008311950638051875,0.2765605352717972,0.34776301067910226,0.07393209031802976,-1.3860033836475896
5,23,3,-0.011332151365650947,0.266939967965323,0.3353646638433478,0.06960406176128076,-1.337969702887245
5,24,1,-0.004283378473872516,0.259386382656672,0.32156345994044827,0.1046575135735167,-1.286141210686119
5,24,2,-0.010935876299162746,0.2839296359622754,0.35317475325822284,0.08805232537550636,-1.4016853937907352
5,24,3,-0.004133807216591053,0.26012841871806686,0.3231770901511291,0.07909359387775268,-1.2974554342605211
5,25,1,-0.008164914300335007,0.26282695221058067,0.3273747444423362,0.09032754002805045,-1.3101655758362216
5,25,2,-0.0035942807365839428,0.2873139828813618,0.3593912200681049,0.07871791865342125,-1.4291614478442967
5,25,3,-0.005752634263116175,0.26865828064744157,0.33585512696701014,0.08022843964142196,-1.3412330816564555
5,26,1,0.0015696884277323743,0.25450130898612133,0.317439520392054,0.09781576671360215,-1.2697426974198018
5,26,2,-0.009728053647218198,0.2842919272062803,0.3559078916482574,0.09051409733322358,-1.40931606622473
5,26,3,-0.005568969287843217,0.2622261545594943,0.32788229690856346,0.08476650119988002,-1.305322409793485
5,27,1,0.00416189254276576,0.26067285977320664,0.32375344243429804,0.10313351036871082,-1.2859152897927302
5,27,2,0.0005425007050234228,0.29490738804834504,0.36508677926446337,0.09986060170247904,-1.4414212975489487
5,27,3,0.0035054620213089884,0.26536134981086623,0.33254471134033103,0.09039012228893067,-1.312262646684
5,28,1,0.0020338325475606,0.25558557005233395,0.3218951582909804,0.09326760310623439,-1.2731027285050194
5,28,2,-0.003640921821396303,0.28141091286387404,0.3515464091175112,0.08631550830669964,-1.385072562291945
5,28,3,0.003013206643709841,0.25999074762166574,0.32607133595361687,0.07617053546794518,-1.2927407834618054
5,29,1,0.002844349155144977,0.2605196667028561,0.32677888230169544,0.09717513337331293,-1.2839171625389851
5,29,2,0.00856431512601336,0.2809981487173152,0.35170358112882805,0.09034784129715158,-1.3721985788429554
5,29,3,0.00446449846597534,0.2620102880877788,0.32901744817922474,0.08174164068703127,-1.291989382186845
5,30,1,0.010204576097000595,0.2515277900613495,0.3146143104455798,0.08907203525631979,-1.2794426259414078
5,30,2,0.0031874977732380765,0.2764773152946085,0.3466898633973526,0.08476434474139542,-1.3905685410892872
5,30,3,0.015224214459603204,0.26434870540333794,0.3308019978766393,0.08848031726169683,-1.334699365017357
5,31,1,-0.021744092683816586,0.2540897914413822,0.31927480762279764,0.10852884342650508,-1.2909540144279605
5,31,2,0.011524698525487438,0.27516669315966985,0.3434799969017772,0.08528884210456446,-1.3851606166974304
5,31,3,-0.0032600793961626053,0.25749092715663585,0.3224833508166689,0.08012378783633527,-1.3055896943954477
5,32,1,-0.0058259900433041,0.25763535775043994,0.32229110455805215,0.09962275487227998,-1.2769530914184575
5,32,2,-0.0064996501441283725,0.28531080874291054,0.3556289079140481,0.09272919236623135,-1.4009009666775318
5,32,3,-0.010593295441282577,0.26667051514679085,0.3343968238456256,0.08566208689960633,-1.31494816085805
5,33,1,-0.005756544010079031,0.26009171965821043,0.3260873138350297,0.09194950735298893,-1.2969528284614047
5,33,2,-0.01810996709349674,0.2863213375313824,0.3595486543394724,0.08260372545802379,-1.4132345905244765
5,33,3,-0.012412573520757857,0.2710539624386916,0.33838506895690385,0.08133808879388023,-1.3444815826059464
5,34,1,-0.002047780893605218,0.2568779049054534,0.322744704546818,0.10153046490656895,-1.26900816676271
5,34,2,-0.01284262193817425,0.27386626601257147,0.34376349261854894,0.08449218134675017,-1.3447080188405565
5,34,3,-0.00928769601742578,0.2619941439235768,0.32833822300767057,0.07885804319822068,-1.2899455206681099
5,35,1,-0.010315064648385443,0.2611738183394829,0.32578781756420244,0.09868681850613749,-1.3128890995528812
5,35,2,-0.0003220252756176521,0.2857979824008563,0.3566418501180875,0.09094105703657329,-1.4297863631420467
5,35,3,-0.011011886613180508,0.26418666081095993,0.3301181344040653,0.07459382881712324,-1.33156361717905
5,36,1,-0.004277118141266878,0.2573657460548474,0.3226412367881009,0.09806479460465958,-1.2846431458788632
5,36,2,-0.007048514335887665,0.2829876184854712,0.35816320204912877,0.09211323132692018,-1.400554715055139
5,36,3,-0.0023559408967477945,0.2609301550062224,0.33015743602818565,0.08442047427074716,-1.3089640183693514
5,37,1,-0.008530690569502952,0.24874192564521358,0.31551751060595995,0.09674197870595974,-1.2644462857236853
5,37,2,-0.009751577011540181,0.2756224392806779,0.3472722963889316,0.09327667091094446,-1.3830265153182715
5,37,3,-0.009836193438425104,0.2593855848138919,0.3270253723623276,0.086010039905598,-1.3064924803227407
5,38,1,-0.001632968485793994,0.2620612198980534,0.3300573744654398,0.09878492495009414,-1.3007479314108712
5,38,2,-0.0025227872016810116,0.28316620184567665,0.35864104996218577,0.09362326811402236,-1.3985732999962506
5,38,3,0.018473115003950925,0.2710615655459557,0.3403555093612416,0.09322864075029255,-1.3402569917312057
5,39,1,-0.01057424796199052,0.2593761409102966,0.3230168950991365,0.09585986587935871,-1.2914862184629134
5,39,2,-0.012489528182311808,0.27923912328157335,0.34862461635927355,0.08122713477382555,-1.3841918688733803
5,39,3,-0.013182885015917552,0.2582708736167103,0.3247292623185011,0.0786339648855826,-1.2966423668874405
5,40,1,0.004280731019548612,0.2562390241832885,0.32229307473063956,0.10172462679663574,-1.2915798884329377
5,40,2,0.004609069988908567,0.27940015035000004,0.35292450058641844,0.08159224824571551,-1.4012573302413773
5,40,3,0.0020753098988261906,0.26600184569671026,0.3320994003930307,0.07568986358130665,-1.3359616961003151
5,41,1,0.012111611713546007,0.2523117537018423,0.3157714072526407,0.10135915664545454,-1.2705039715326347
5,41,2,-0.0002711287073209903,0.2744524328799227,0.3444775678323117,0.09128973336110778,-1.3754044946765671
5,41,3,0.003757117694903802,0.2603695785290869,0.325628644008283,0.09115633051575406,-1.3047442258067568
5,42,1,0.0014001501310783673,0.2525825426913137,0.3167707170714076,0.10096580402861077,-1.267593141062591
5,42,2,0.002870439477598767,0.28216691304780733,0.3527900591148541,0.09202157911391029,-1.3962122182761452
5,42,3,0.0007180889897852183,0.2624326356621633,0.3276065508637192,0.07999123050417187,-1.307910209587848
5,43,1,-0.015926891877709404,0.25933603724159326,0.3248992246443771,0.10068795529164207,-1.292249873950182
5,43,2,-0.019384858696255152,0.288909812963864,0.36074004312469987,0.1070189341180953,-1.4236041904795074
5,43,3,0.00013368674636907762,0.27300049103055246,0.34173412448435014,0.09934939595071078,-1.3479835974978172
5,44,1,0.009087019475389337,0.25590621717954637,0.32364331416742514,0.10123934647317483,-1.277113759555798
5,44,2,0.010620582549297774,0.2726943431361931,0.34411765218731155,0.08705619625694096,-1.3489087474371781
5,44,3,0.006574895228691889,0.25556106518685073,0.3229330972914769,0.07968641723673514,-1.2733830683038163
