model,MAE,MedAE,MedPE,RMSE,R2,RMSE_avg,RMSE_avg_weighted,CRPS,run
GBM_one_hot,0.302880987521978,0.25637775051302225,0.1405941168285809,0.3785842662729285,0.4898737560955573,0.20619301187677852,0.20753063600984084,0.2135921081767443,9
GBM_GLMM_enc,0.2547433715765163,0.21615960817963098,0.11580431913588699,0.3205598247070809,0.6342614585036239,0.0873559456175717,0.08861063590345818,0.18057390962188705,9
NN_ee,0.25369257045420646,0.21454487791465837,0.11601690294586314,0.3183162693445195,0.6393630534437029,0.0802366462949993,0.0793162195973806,0.17942272727789582,9
GBM_ee,0.3021631298454258,0.25416279273055586,0.1377863306077043,0.37955240878413316,0.4872613581022578,0.21336061756092742,0.21442849010147352,0.2139043714311374,9
GLMM,0.2812263445685141,0.23729983020708623,0.12928581370392328,0.3533234084865555,0.5556784600797657,0.0804666133712669,0.07813651966613162,0.19910439704883662,9
GPBoost,0.26088574603961423,0.22057759196397675,0.1190431244569699,0.3282091133584077,0.6165984921004106,0.07409997858538399,0.07332922604989699,0.18520193178394864,9
GLMMNet,0.25516607082233694,0.21723506961178785,0.11938630680518966,0.3173322210648502,0.6415893651564307,0.07799201982980965,0.07708788115361391,0.18112762884117484,9
GLMMNet_dropout,0.3146092529761846,0.26886375023790354,0.155498300208941,0.39246227384158555,0.45178820383191576,0.22585963993265493,0.22828191436724213,0.2273068161300832,9
GLM_ignore_cat,0.3387718328545039,0.28385397240115007,0.15780934894637624,0.42855246738742286,0.31695609672693226,0.2646641737994341,0.2697339499762449,0.24033106993594128,10
GLM_one_hot,0.27016933652384123,0.2246927153563475,0.12592437709500123,0.3428852711649916,0.5627414807240642,0.08396674387896144,0.08171573957257162,0.19241046243654308,10
GLM_GLMM_enc,0.27247219748728435,0.2298742034590896,0.12718036232162627,0.34524054273979077,0.5567138108290999,0.09403068892228132,0.09109991059678227,0.19391156684742764,10
GBM_ignore_cat,0.3196804681401963,0.2737166216666642,0.14919479748673936,0.40331968155905223,0.3950221826644996,0.2640819439671588,0.2694111972925646,0.2266459862918289,10
GBM_one_hot,0.2921603377152908,0.24992113811631933,0.13679490160388974,0.36832388369376556,0.4954544477980536,0.19985289730071953,0.20255837292731352,0.20737251458730688,10
GBM_GLMM_enc,0.24464417561110255,0.2027604521947881,0.11258403226846149,0.309932620003407,0.642747567444564,0.09227326263007007,0.0903764151230897,0.17427068053155326,10
NN_ee,0.24000581562322085,0.19906519253419575,0.11172987033475618,0.3034000406671154,0.6576487729524129,0.08181522341865581,0.07926924576608761,0.17067013052274696,10
GBM_ee,0.2901660278968425,0.24141847411393902,0.1330854234248508,0.36880626461144467,0.49413201103810145,0.2110543250114164,0.2121433512039544,0.20663363819367492,10
GLMM,0.2699041979197905,0.2247381603449261,0.1261594599314422,0.3428050606373575,0.5629460309759531,0.0831337632085756,0.08100055971091545,0.19231952649066278,10
GPBoost,0.2538348780042613,0.2087410427081854,0.11654013747408898,0.3207630500820991,0.6173433295015955,0.0766992073364175,0.07478310615446886,0.1806155451262745,10
GLMMNet,0.24278483871249518,0.20231838960519577,0.11604333148350472,0.3039779500648136,0.6563433254044586,0.07919271424417451,0.07713434057695524,0.17234258331466898,10
GLMMNet_dropout,0.3213547601461539,0.28112302133948597,0.1624930714034717,0.39495951649644184,0.41984266883874755,0.24973066389419785,0.24716093728019478,0.22935909575007118,10
GLM_ignore_cat,0.33937767703556265,0.2792498338966478,0.1594418588007935,0.43132122550701607,0.32445300309688774,0.29490091039264227,0.2779153198376375,0.2408499690679674,11
GLM_one_hot,0.2678244828663012,0.224726027445314,0.1235358870651372,0.3386186340171771,0.5836336593406048,0.0800139554041219,0.07836404756950194,0.19037605473031827,11
GLM_GLMM_enc,0.26867443891887743,0.22255974545924573,0.1244168490019377,0.3391713578706615,0.5822732886511436,0.08419166976634944,0.08047803743380502,0.19066977431157808,11
GBM_ignore_cat,0.31681306136568255,0.26153455218630106,0.1512170565110273,0.4051166761199989,0.4040440663626692,0.2949982606999317,0.27824713734017004,0.2257569714505386,11
GBM_one_hot,0.2915667366904057,0.2482509510520028,0.13814053787216424,0.36655213481445303,0.5121060721168106,0.20633581724083971,0.19885574435372466,0.20635713750652912,11
GBM_GLMM_enc,0.24337250669073646,0.1982691216161332,0.11267263878795651,0.3075035916464624,0.6566363696031317,0.08547057789686358,0.08119230879890388,0.17308733421202796,11
NN_ee,0.24288482960846094,0.20442970734096477,0.11420560716045344,0.30621314647172776,0.6595121878361332,0.08279125454842391,0.08025202754327371,0.17264198630379873,11
GBM_ee,0.29149961357681675,0.24560716815118766,0.13883830686093754,0.3656349259247094,0.5145446925687611,0.2142323431224087,0.2071060693350166,0.20556336266856906,11
GLMM,0.2676042719763508,0.22476659307077107,0.12394829368315945,0.33852931242919937,0.5838532904766096,0.08019248393512393,0.07781372031082864,0.1902979767273296,11
GPBoost,0.2498078063098229,0.21261053018883302,0.11970003309689242,0.31527363923947754,0.6390648099278152,0.07098283239546778,0.06824315463586299,0.17744530948805648,11
GLMMNet,0.2463960582210445,0.20667975935820893,0.11555715298640971,0.31029071663526503,0.6503838616234399,0.08580686441924257,0.08230096718696783,0.17578967451454464,11
GLMMNet_dropout,0.27824753476766584,0.23331135154153593,0.1366656684756972,0.3504636154764552,0.5539949454266178,0.19184138319999358,0.191519604583174,0.1980779581272056,11
GLM_ignore_cat,0.33887448877842746,0.2802951979107314,0.1550348485104344,0.42937880121647,0.34913184909907446,0.26765261800387696,0.2618962856839052,0.24086087147363397,12
GLM_one_hot,0.27983423495965376,0.235024067034722,0.1289226122298649,0.35116354985451825,0.564657884358571,0.08869491622118465,0.08685809523194267,0.19767481350207072,12
GLM_GLMM_enc,0.2813985005307944,0.23339068816920483,0.12984835942481204,0.3532609120881857,0.5594420991930147,0.09717937213444398,0.0951730024680307,0.19883673161927382,12
GBM_ignore_cat,0.31792588065924393,0.267093457987301,0.14726263032116935,0.4004875084596055,0.4337740467959508,0.2638937218572322,0.2578629219615477,0.22540272565827263,12
GBM_one_hot,0.30114797787422026,0.2586037155649196,0.1404894920441099,0.3792091731056089,0.4923440378091416,0.21608064127353213,0.2112875788091749,0.2137488190696431,12
GBM_GLMM_enc,0.2568320319345559,0.21489437306673165,0.11976868949959524,0.32301203694534397,0.6316597018693721,0.09997425904559955,0.09631579236009895,0.1818819298294744,12
NN_ee,0.24900102580959074,0.2127632854419278,0.11629216228593585,0.31258231836051315,0.655062319903178,0.09592903855251683,0.09303933479918218,0.1761204228047206,12
GBM_ee,0.29908965848300934,0.25038690070936487,0.13819097277822795,0.3769673081081997,0.4983287661866992,0.2199059640990013,0.21380676717754518,0.212142758650951,12
GLMM,0.279817047531622,0.23080465170239162,0.12975121062584793,0.3513563212187122,0.56417979072997,0.08948764838000978,0.08727893164906828,0.19773724174307694,12
GPBoost,0.2647983678953684,0.2256774212855437,0.12379752675268886,0.330685736525821,0.6139507188730957,0.0822343575223813,0.07986021132098907,0.18673090044767954,12
GLMMNet,0.2536078944084182,0.21778900077234342,0.11845887667671948,0.3182163235620312,0.6425159000820362,0.08666818818971105,0.08382726583194555,0.18094941942286474,12
GLMMNet_dropout,0.3216625537096757,0.27684112931244487,0.15887615104406488,0.4002311960441549,0.43449858524861285,0.24875884566845535,0.2479855182577718,0.236826309046642,12
GLM_ignore_cat,0.3407708537031464,0.28487861391456926,0.15693961174038512,0.4307422624651666,0.3068620481373395,0.2705491022433295,0.2665177911169455,0.24178875867109073,13
GLM_one_hot,0.2779407213778875,0.23024363333420206,0.12786863790901712,0.34935377465908485,0.5440517122675613,0.09051411055908452,0.08959974127571751,0.19689973546798736,13
GLM_GLMM_enc,0.2787605511829172,0.22960620939648535,0.12941623135482003,0.35105235298351,0.5396072397639076,0.09721732089136714,0.09567808937749366,0.197757530730682,13
GBM_ignore_cat,0.32136755467939065,0.2702821445388346,0.14858312690234704,0.4037073502197673,0.39113918843554485,0.2676892839148108,0.2642611984970474,0.22687236142226702,13
GBM_one_hot,0.30380228511200913,0.2588143124553056,0.14295103243208632,0.3817045481888192,0.4556986911539156,0.2220922207884386,0.21750004849024324,0.21465135688660839,13
GBM_GLMM_enc,0.2542583280162156,0.21417059849006737,0.12011529546609781,0.3215990023009809,0.6136204836180095,0.09685940523834523,0.09640925190892878,0.18082013462627788,13
NN_ee,0.2585801632852948,0.22513781128705534,0.12066771629705016,0.32478491928509257,0.6059272360316035,0.0884388686560713,0.08835291516870712,0.1830552725569111,13
GBM_ee,0.30027495937636256,0.2487809873190302,0.13569209844810262,0.37862709576463094,0.4644400534875339,0.22185229950024946,0.21982011734426135,0.21234227134029235,13
GLMM,0.2778370243054198,0.23028271629081387,0.1275255179706617,0.3491397584290488,0.5446101745001594,0.08994490253645816,0.08881941434309841,0.1967632962247831,13
GPBoost,0.26309296321842873,0.21993941886401336,0.1194358259985357,0.3336386031856588,0.5841494333095052,0.08266061778989159,0.0830433025467519,0.18768085643330917,13
GLMMNet,0.25006995909420177,0.20896362435908677,0.11457877776859109,0.31524558717926204,0.6287360841079193,0.08125574392465648,0.08125387223200194,0.17813098554894255,13
GLMMNet_dropout,0.3517508444941873,0.30864018987759245,0.17989344511990452,0.4346111517778394,0.2943547205329803,0.30178654856664233,0.3018032866398856,0.2532215892482812,13
GLM_ignore_cat,0.34038972294317227,0.28858064368452085,0.15879445018635768,0.42967018500229376,0.3325064417065865,0.26384062910267647,0.2667571793033314,0.24074656578432868,14
GLM_one_hot,0.276424920810199,0.23523491120949314,0.12954070455622296,0.34829084710255287,0.5614079409005379,0.08879178419268693,0.08779598877049802,0.19579372088413685,14
GLM_GLMM_enc,0.2797041913543052,0.23827143517736882,0.130126462774325,0.35263366206223073,0.5504022018202384,0.10431690714017981,0.10378952539115922,0.19818746061088321,14
